sex,cause,name,year,value,lastValue,rank
Male,Injuries,Alcohol use,1994,508.7099374,379.3339308,1
Male,Injuries,Occupational risks,1994,93.25864857,71.76301757,2
Male,Injuries,Low bone mineral density,1994,71.72703038,82.7169358,3
Male,Injuries,Drug use,1994,66.75450912,60.51861264,4
Male,Injuries,Tobacco,1994,13.03984126,9.421210184,5
Male,Injuries,Alcohol use,1995,513.4660751,379.3339308,1
Male,Injuries,Occupational risks,1995,89.04059622,71.76301757,2
Male,Injuries,Low bone mineral density,1995,71.70778165,82.7169358,3
Male,Injuries,Drug use,1995,68.93736771,60.51861264,4
Male,Injuries,Tobacco,1995,12.73333465,9.421210184,5
Male,Injuries,Alcohol use,1996,510.2444522,379.3339308,1
Male,Injuries,Occupational risks,1996,85.88460251,71.76301757,2
Male,Injuries,Low bone mineral density,1996,71.74610762,82.7169358,3
Male,Injuries,Drug use,1996,69.14778481,60.51861264,4
Male,Injuries,Tobacco,1996,12.3924403,9.421210184,5
Male,Injuries,Alcohol use,1997,505.7451321,379.3339308,1
Male,Injuries,Occupational risks,1997,83.07891629,71.76301757,2
Male,Injuries,Low bone mineral density,1997,71.84534097,82.7169358,3
Male,Injuries,Drug use,1997,68.93486387,60.51861264,4
Male,Injuries,Tobacco,1997,11.98954431,9.421210184,5
Male,Injuries,Alcohol use,1998,506.21026,379.3339308,1
Male,Injuries,Occupational risks,1998,79.98006213,71.76301757,2
Male,Injuries,Low bone mineral density,1998,72.37872417,82.7169358,3
Male,Injuries,Drug use,1998,69.91996815,60.51861264,4
Male,Injuries,Tobacco,1998,11.62704096,9.421210184,5
Male,Injuries,Alcohol use,1999,497.303559,379.3339308,1
Male,Injuries,Occupational risks,1999,77.33015509,71.76301757,2
Male,Injuries,Low bone mineral density,1999,72.96380608,82.7169358,3
Male,Injuries,Drug use,1999,68.38238912,60.51861264,4
Male,Injuries,Tobacco,1999,11.27958239,9.421210184,5
Male,Injuries,Alcohol use,2000,488.7316189,379.3339308,1
Male,Injuries,Occupational risks,2000,75.25597053,71.76301757,2
Male,Injuries,Low bone mineral density,2000,73.71638115,82.7169358,3
Male,Injuries,Drug use,2000,66.48269286,60.51861264,4
Male,Injuries,Tobacco,2000,11.00255263,9.421210184,5
Male,Injuries,Alcohol use,2001,481.1971224,379.3339308,1
Male,Injuries,Low bone mineral density,2001,74.42705141,82.7169358,2
Male,Injuries,Occupational risks,2001,73.60229644,71.76301757,3
Male,Injuries,Drug use,2001,65.53568257,60.51861264,4
Male,Injuries,Tobacco,2001,10.73381387,9.421210184,5
Male,Injuries,Alcohol use,2002,475.002343,379.3339308,1
Male,Injuries,Low bone mineral density,2002,75.39838074,82.7169358,2
Male,Injuries,Occupational risks,2002,71.92858703,71.76301757,3
Male,Injuries,Drug use,2002,65.26210017,60.51861264,4
Male,Injuries,Tobacco,2002,10.4712491,9.421210184,5
Male,Injuries,Alcohol use,2003,465.488887,379.3339308,1
Male,Injuries,Low bone mineral density,2003,76.26427845,82.7169358,2
Male,Injuries,Occupational risks,2003,70.77908312,71.76301757,3
Male,Injuries,Drug use,2003,64.86221111,60.51861264,4
Male,Injuries,Tobacco,2003,10.20032049,9.421210184,5
Male,Injuries,Alcohol use,2004,446.8936644,379.3339308,1
Male,Injuries,Low bone mineral density,2004,76.16412585,82.7169358,2
Male,Injuries,Occupational risks,2004,71.25864678,71.76301757,3
Male,Injuries,Drug use,2004,62.94568898,60.51861264,4
Male,Injuries,Tobacco,2004,9.844494482,9.421210184,5
Male,Injuries,Alcohol use,2005,437.890497,379.3339308,1
Male,Injuries,Low bone mineral density,2005,76.60660076,82.7169358,2
Male,Injuries,Occupational risks,2005,71.03019006,71.76301757,3
Male,Injuries,Drug use,2005,62.10210432,60.51861264,4
Male,Injuries,Tobacco,2005,9.645041932,9.421210184,5
Male,Injuries,Alcohol use,2006,444.2858377,379.3339308,1
Male,Injuries,Low bone mineral density,2006,77.59433302,82.7169358,2
Male,Injuries,Occupational risks,2006,69.35243169,71.76301757,3
Male,Injuries,Drug use,2006,64.79316233,60.51861264,4
Male,Injuries,Tobacco,2006,9.59196299,9.421210184,5
Male,Injuries,Alcohol use,2007,434.7486801,379.3339308,1
Male,Injuries,Low bone mineral density,2007,77.81876618,82.7169358,2
Male,Injuries,Occupational risks,2007,69.58708287,71.76301757,3
Male,Injuries,Drug use,2007,65.48771613,60.51861264,4
Male,Injuries,Tobacco,2007,9.451025179,9.421210184,5
Male,Injuries,Alcohol use,2008,428.8917775,379.3339308,1
Male,Injuries,Low bone mineral density,2008,78.61907362,82.7169358,2
Male,Injuries,Occupational risks,2008,69.03191019,71.76301757,3
Male,Injuries,Drug use,2008,67.23154514,60.51861264,4
Male,Injuries,Tobacco,2008,9.409315965,9.421210184,5
Male,Injuries,Alcohol use,2009,413.4152984,379.3339308,1
Male,Injuries,Low bone mineral density,2009,79.02596581,82.7169358,2
Male,Injuries,Occupational risks,2009,69.23884263,71.76301757,3
Male,Injuries,Drug use,2009,66.19362601,60.51861264,4
Male,Injuries,Tobacco,2009,9.355657986,9.421210184,5
Male,Injuries,Alcohol use,2010,395.8311561,379.3339308,1
Male,Injuries,Low bone mineral density,2010,79.12125421,82.7169358,2
Male,Injuries,Occupational risks,2010,70.60662883,71.76301757,3
Male,Injuries,Drug use,2010,63.57904,60.51861264,4
Male,Injuries,Tobacco,2010,9.282076355,9.421210184,5
Male,Injuries,Alcohol use,2011,380.1749692,379.3339308,1
Male,Injuries,Low bone mineral density,2011,79.05723246,82.7169358,2
Male,Injuries,Occupational risks,2011,72.58904321,71.76301757,3
Male,Injuries,Drug use,2011,60.85605173,60.51861264,4
Male,Injuries,Tobacco,2011,9.207290971,9.421210184,5
Male,Injuries,Alcohol use,2012,369.2954121,379.3339308,1
Male,Injuries,Low bone mineral density,2012,79.40269241,82.7169358,2
Male,Injuries,Occupational risks,2012,74.07207809,71.76301757,3
Male,Injuries,Drug use,2012,58.98471955,60.51861264,4
Male,Injuries,Tobacco,2012,9.165588124,9.421210184,5
Male,Injuries,Alcohol use,2013,374.7991077,379.3339308,1
Male,Injuries,Low bone mineral density,2013,80.69398576,82.7169358,2
Male,Injuries,Occupational risks,2013,72.16619899,71.76301757,3
Male,Injuries,Drug use,2013,60.50720181,60.51861264,4
Male,Injuries,Tobacco,2013,9.254154754,9.421210184,5
Male,Injuries,Alcohol use,2014,374.2582476,379.3339308,1
Male,Injuries,Low bone mineral density,2014,81.29948014,82.7169358,2
Male,Injuries,Occupational risks,2014,71.92677087,71.76301757,3
Male,Injuries,Drug use,2014,60.52328601,60.51861264,4
Male,Injuries,Tobacco,2014,9.281906171,9.421210184,5
Male,Injuries,Alcohol use,2015,376.1578081,379.3339308,1
Male,Injuries,Low bone mineral density,2015,82.49710064,82.7169358,2
Male,Injuries,Occupational risks,2015,71.68444326,71.76301757,3
Male,Injuries,Drug use,2015,61.02432915,60.51861264,4
Male,Injuries,Tobacco,2015,9.364557195,9.421210184,5
Male,Injuries,Alcohol use,2016,378.3964434,379.3339308,1
Male,Injuries,Low bone mineral density,2016,83.03162035,82.7169358,2
Male,Injuries,Occupational risks,2016,71.72744614,71.76301757,3
Male,Injuries,Drug use,2016,61.25006447,60.51861264,4
Male,Injuries,Tobacco,2016,9.418359756,9.421210184,5
Male,Injuries,Alcohol use,2017,379.3339308,379.3339308,1
Male,Injuries,Low bone mineral density,2017,82.7169358,82.7169358,2
Male,Injuries,Occupational risks,2017,71.76301757,71.76301757,3
Male,Injuries,Drug use,2017,60.51861264,60.51861264,4
Male,Injuries,Tobacco,2017,9.421210184,9.421210184,5
Both,Non-communicable diseases,Tobacco,1990,4231.154264,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1990,3469.21384,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1990,3285.249791,1338.474071,3
Both,Non-communicable diseases,High LDL cholesterol,1990,1986.780795,580.3970841,4
Both,Non-communicable diseases,High body-mass index,1990,1759.311079,1351.826614,5
Both,Non-communicable diseases,High fasting plasma glucose,1990,1333.269447,1098.180812,6
Both,Non-communicable diseases,Air pollution,1990,817.001317,388.491936,7
Both,Non-communicable diseases,Occupational risks,1990,775.3279097,618.3645368,8
Both,Non-communicable diseases,Impaired kidney function,1990,470.5697395,219.9578065,9
Both,Non-communicable diseases,Low physical activity,1990,464.642729,171.9935665,10
Both,Non-communicable diseases,Drug use,1990,337.9777651,534.1370218,11
Both,Non-communicable diseases,Alcohol use,1990,311.3362466,620.7486448,12
Both,Non-communicable diseases,Other environmental risks,1990,157.3939424,58.6562618,13
Both,Non-communicable diseases,Unsafe sex,1990,95.65577722,43.9591995,14
Both,Non-communicable diseases,Childhood maltreatment,1990,78.89470714,81.52228465,15
Both,Non-communicable diseases,Intimate partner violence,1990,30.5496475,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1990,13.29993736,3.868660034,17
Both,Non-communicable diseases,Tobacco,1991,4069.593726,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1991,3357.367987,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1991,3169.040901,1338.474071,3
Both,Non-communicable diseases,High LDL cholesterol,1991,1906.097892,580.3970841,4
Both,Non-communicable diseases,High body-mass index,1991,1739.03376,1351.826614,5
Both,Non-communicable diseases,High fasting plasma glucose,1991,1309.598549,1098.180812,6
Both,Non-communicable diseases,Air pollution,1991,790.6885715,388.491936,7
Both,Non-communicable diseases,Occupational risks,1991,761.9336991,618.3645368,8
Both,Non-communicable diseases,Impaired kidney function,1991,454.0391318,219.9578065,9
Both,Non-communicable diseases,Low physical activity,1991,448.9454973,171.9935665,10
Both,Non-communicable diseases,Drug use,1991,348.6640994,534.1370218,11
Both,Non-communicable diseases,Alcohol use,1991,338.9571408,620.7486448,12
Both,Non-communicable diseases,Other environmental risks,1991,153.2558356,58.6562618,13
Both,Non-communicable diseases,Unsafe sex,1991,90.61728734,43.9591995,14
Both,Non-communicable diseases,Childhood maltreatment,1991,79.71729909,81.52228465,15
Both,Non-communicable diseases,Intimate partner violence,1991,30.55805243,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1991,12.10341213,3.868660034,17
Both,Non-communicable diseases,Tobacco,1992,3897.198232,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1992,3224.175088,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1992,3042.052948,1338.474071,3
Both,Non-communicable diseases,High LDL cholesterol,1992,1810.098475,580.3970841,4
Both,Non-communicable diseases,High body-mass index,1992,1712.508648,1351.826614,5
Both,Non-communicable diseases,High fasting plasma glucose,1992,1282.543254,1098.180812,6
Both,Non-communicable diseases,Air pollution,1992,761.5151649,388.491936,7
Both,Non-communicable diseases,Occupational risks,1992,745.6127318,618.3645368,8
Both,Non-communicable diseases,Impaired kidney function,1992,435.7440862,219.9578065,9
Both,Non-communicable diseases,Low physical activity,1992,431.9660045,171.9935665,10
Both,Non-communicable diseases,Alcohol use,1992,361.5570915,620.7486448,11
Both,Non-communicable diseases,Drug use,1992,359.5277271,534.1370218,12
Both,Non-communicable diseases,Other environmental risks,1992,148.2596121,58.6562618,13
Both,Non-communicable diseases,Unsafe sex,1992,86.00761057,43.9591995,14
Both,Non-communicable diseases,Childhood maltreatment,1992,80.40319699,81.52228465,15
Both,Non-communicable diseases,Intimate partner violence,1992,30.53046084,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1992,10.48004641,3.868660034,17
Both,Non-communicable diseases,Tobacco,1993,3800.352015,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1993,3172.038631,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1993,2989.220034,1338.474071,3
Both,Non-communicable diseases,High LDL cholesterol,1993,1763.834888,580.3970841,4
Both,Non-communicable diseases,High body-mass index,1993,1716.996504,1351.826614,5
Both,Non-communicable diseases,High fasting plasma glucose,1993,1279.514445,1098.180812,6
Both,Non-communicable diseases,Air pollution,1993,749.2252626,388.491936,7
Both,Non-communicable diseases,Occupational risks,1993,741.7566701,618.3645368,8
Both,Non-communicable diseases,Impaired kidney function,1993,431.4654969,219.9578065,9
Both,Non-communicable diseases,Low physical activity,1993,425.0656694,171.9935665,10
Both,Non-communicable diseases,Alcohol use,1993,387.1991543,620.7486448,11
Both,Non-communicable diseases,Drug use,1993,373.3149516,534.1370218,12
Both,Non-communicable diseases,Other environmental risks,1993,146.5020404,58.6562618,13
Both,Non-communicable diseases,Unsafe sex,1993,82.09146772,43.9591995,14
Both,Non-communicable diseases,Childhood maltreatment,1993,81.04309106,81.52228465,15
Both,Non-communicable diseases,Intimate partner violence,1993,30.48568324,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1993,9.702151473,3.868660034,17
Both,Non-communicable diseases,Tobacco,1994,3588.973597,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1994,2985.729698,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1994,2814.363196,1338.474071,3
Both,Non-communicable diseases,High body-mass index,1994,1667.527065,1351.826614,4
Both,Non-communicable diseases,High LDL cholesterol,1994,1631.817178,580.3970841,5
Both,Non-communicable diseases,High fasting plasma glucose,1994,1235.895994,1098.180812,6
Both,Non-communicable diseases,Occupational risks,1994,719.702102,618.3645368,7
Both,Non-communicable diseases,Air pollution,1994,709.2877679,388.491936,8
Both,Non-communicable diseases,Alcohol use,1994,410.7957898,620.7486448,9
Both,Non-communicable diseases,Impaired kidney function,1994,409.6988784,219.9578065,10
Both,Non-communicable diseases,Low physical activity,1994,399.8132186,171.9935665,11
Both,Non-communicable diseases,Drug use,1994,386.8038987,534.1370218,12
Both,Non-communicable diseases,Other environmental risks,1994,139.3997102,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,1994,81.48968871,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,1994,75.90109238,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,1994,30.43930695,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1994,8.939519471,3.868660034,17
Both,Non-communicable diseases,Tobacco,1995,3499.370642,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1995,2921.23911,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1995,2764.064777,1338.474071,3
Both,Non-communicable diseases,High body-mass index,1995,1673.625031,1351.826614,4
Both,Non-communicable diseases,High LDL cholesterol,1995,1579.774746,580.3970841,5
Both,Non-communicable diseases,High fasting plasma glucose,1995,1232.814596,1098.180812,6
Both,Non-communicable diseases,Occupational risks,1995,715.1024883,618.3645368,7
Both,Non-communicable diseases,Air pollution,1995,698.6344667,388.491936,8
Both,Non-communicable diseases,Alcohol use,1995,436.6183725,620.7486448,9
Both,Non-communicable diseases,Drug use,1995,405.2220971,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,1995,403.4522368,219.9578065,11
Both,Non-communicable diseases,Low physical activity,1995,392.016513,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,1995,136.9226331,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,1995,81.79033071,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,1995,74.60554958,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,1995,30.39901585,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1995,8.232683398,3.868660034,17
Both,Non-communicable diseases,Tobacco,1996,3345.807687,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1996,2781.686731,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1996,2647.995628,1338.474071,3
Both,Non-communicable diseases,High body-mass index,1996,1650.858429,1351.826614,4
Both,Non-communicable diseases,High LDL cholesterol,1996,1488.304591,580.3970841,5
Both,Non-communicable diseases,High fasting plasma glucose,1996,1219.662134,1098.180812,6
Both,Non-communicable diseases,Occupational risks,1996,703.9565129,618.3645368,7
Both,Non-communicable diseases,Air pollution,1996,673.5956208,388.491936,8
Both,Non-communicable diseases,Alcohol use,1996,458.4463662,620.7486448,9
Both,Non-communicable diseases,Drug use,1996,421.4946873,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,1996,388.3001987,219.9578065,11
Both,Non-communicable diseases,Low physical activity,1996,374.512571,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,1996,131.7988599,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,1996,81.92391651,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,1996,71.18964925,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,1996,30.29605857,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1996,8.020135358,3.868660034,17
Both,Non-communicable diseases,Tobacco,1997,3187.0373,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1997,2630.540345,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1997,2527.783606,1338.474071,3
Both,Non-communicable diseases,High body-mass index,1997,1628.238771,1351.826614,4
Both,Non-communicable diseases,High LDL cholesterol,1997,1394.916458,580.3970841,5
Both,Non-communicable diseases,High fasting plasma glucose,1997,1221.417493,1098.180812,6
Both,Non-communicable diseases,Occupational risks,1997,692.3809671,618.3645368,7
Both,Non-communicable diseases,Air pollution,1997,648.1871778,388.491936,8
Both,Non-communicable diseases,Alcohol use,1997,476.5983728,620.7486448,9
Both,Non-communicable diseases,Drug use,1997,435.9728048,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,1997,371.9325613,219.9578065,11
Both,Non-communicable diseases,Low physical activity,1997,356.540366,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,1997,126.3181093,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,1997,82.08869028,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,1997,67.2517291,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,1997,30.07251563,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1997,7.347894778,3.868660034,17
Both,Non-communicable diseases,Tobacco,1998,3074.316068,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1998,2521.036713,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1998,2453.064424,1338.474071,3
Both,Non-communicable diseases,High body-mass index,1998,1627.033916,1351.826614,4
Both,Non-communicable diseases,High LDL cholesterol,1998,1332.380021,580.3970841,5
Both,Non-communicable diseases,High fasting plasma glucose,1998,1241.825897,1098.180812,6
Both,Non-communicable diseases,Occupational risks,1998,689.6423153,618.3645368,7
Both,Non-communicable diseases,Air pollution,1998,633.0884657,388.491936,8
Both,Non-communicable diseases,Alcohol use,1998,497.7210862,620.7486448,9
Both,Non-communicable diseases,Drug use,1998,451.4751429,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,1998,360.5919068,219.9578065,11
Both,Non-communicable diseases,Low physical activity,1998,344.5987306,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,1998,122.9449954,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,1998,82.33082887,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,1998,64.19015147,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,1998,29.78826848,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1998,6.567868799,3.868660034,17
Both,Non-communicable diseases,Tobacco,1999,2943.540272,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,1999,2384.211586,1079.722422,2
Both,Non-communicable diseases,Dietary risks,1999,2347.059966,1338.474071,3
Both,Non-communicable diseases,High body-mass index,1999,1609.928159,1351.826614,4
Both,Non-communicable diseases,High LDL cholesterol,1999,1257.71234,580.3970841,5
Both,Non-communicable diseases,High fasting plasma glucose,1999,1243.885182,1098.180812,6
Both,Non-communicable diseases,Occupational risks,1999,683.9107326,618.3645368,7
Both,Non-communicable diseases,Air pollution,1999,612.4023722,388.491936,8
Both,Non-communicable diseases,Alcohol use,1999,517.1359806,620.7486448,9
Both,Non-communicable diseases,Drug use,1999,462.2398075,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,1999,346.1415911,219.9578065,11
Both,Non-communicable diseases,Low physical activity,1999,328.7819074,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,1999,118.1720381,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,1999,82.62539167,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,1999,61.15764607,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,1999,29.50465693,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,1999,6.334844058,3.868660034,17
Both,Non-communicable diseases,Tobacco,2000,2806.615212,1703.235775,1
Both,Non-communicable diseases,High systolic blood pressure,2000,2233.582659,1079.722422,2
Both,Non-communicable diseases,Dietary risks,2000,2225.534694,1338.474071,3
Both,Non-communicable diseases,High body-mass index,2000,1579.614862,1351.826614,4
Both,Non-communicable diseases,High fasting plasma glucose,2000,1217.800768,1098.180812,5
Both,Non-communicable diseases,High LDL cholesterol,2000,1180.932625,580.3970841,6
Both,Non-communicable diseases,Occupational risks,2000,675.4614998,618.3645368,7
Both,Non-communicable diseases,Air pollution,2000,587.0624302,388.491936,8
Both,Non-communicable diseases,Alcohol use,2000,536.4021024,620.7486448,9
Both,Non-communicable diseases,Drug use,2000,466.1158984,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,2000,329.5397917,219.9578065,11
Both,Non-communicable diseases,Low physical activity,2000,310.687016,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,2000,112.3304827,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,2000,83.06315057,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,2000,58.97353567,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,2000,29.27274323,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,2000,6.1217756,3.868660034,17
Both,Non-communicable diseases,Tobacco,2001,2695.383614,1703.235775,1
Both,Non-communicable diseases,Dietary risks,2001,2121.250363,1338.474071,2
Both,Non-communicable diseases,High systolic blood pressure,2001,2103.061195,1079.722422,3
Both,Non-communicable diseases,High body-mass index,2001,1554.494496,1351.826614,4
Both,Non-communicable diseases,High fasting plasma glucose,2001,1184.035686,1098.180812,5
Both,Non-communicable diseases,High LDL cholesterol,2001,1114.367384,580.3970841,6
Both,Non-communicable diseases,Occupational risks,2001,671.8345364,618.3645368,7
Both,Non-communicable diseases,Air pollution,2001,567.4738609,388.491936,8
Both,Non-communicable diseases,Alcohol use,2001,563.7388774,620.7486448,9
Both,Non-communicable diseases,Drug use,2001,474.4206207,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,2001,316.4070991,219.9578065,11
Both,Non-communicable diseases,Low physical activity,2001,295.6170667,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,2001,107.5219153,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,2001,83.57407933,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,2001,58.00889998,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,2001,28.88876217,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,2001,5.852962545,3.868660034,17
Both,Non-communicable diseases,Tobacco,2002,2622.181528,1703.235775,1
Both,Non-communicable diseases,Dietary risks,2002,2056.341715,1338.474071,2
Both,Non-communicable diseases,High systolic blood pressure,2002,2007.682725,1079.722422,3
Both,Non-communicable diseases,High body-mass index,2002,1548.153961,1351.826614,4
Both,Non-communicable diseases,High fasting plasma glucose,2002,1160.49338,1098.180812,5
Both,Non-communicable diseases,High LDL cholesterol,2002,1070.502557,580.3970841,6
Both,Non-communicable diseases,Occupational risks,2002,679.0908902,618.3645368,7
Both,Non-communicable diseases,Alcohol use,2002,586.6436675,620.7486448,8
Both,Non-communicable diseases,Air pollution,2002,557.318614,388.491936,9
Both,Non-communicable diseases,Drug use,2002,479.6654277,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,2002,308.3590379,219.9578065,11
Both,Non-communicable diseases,Low physical activity,2002,286.2993963,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,2002,104.2389104,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,2002,83.14484814,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,2002,56.62375214,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,2002,28.2411898,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,2002,5.465739603,3.868660034,17
Both,Non-communicable diseases,Tobacco,2003,2542.639046,1703.235775,1
Both,Non-communicable diseases,Dietary risks,2003,1981.485977,1338.474071,2
Both,Non-communicable diseases,High systolic blood pressure,2003,1898.914774,1079.722422,3
Both,Non-communicable diseases,High body-mass index,2003,1535.812435,1351.826614,4
Both,Non-communicable diseases,High fasting plasma glucose,2003,1129.481459,1098.180812,5
Both,Non-communicable diseases,High LDL cholesterol,2003,1022.018806,580.3970841,6
Both,Non-communicable diseases,Occupational risks,2003,684.4010545,618.3645368,7
Both,Non-communicable diseases,Alcohol use,2003,606.1369366,620.7486448,8
Both,Non-communicable diseases,Air pollution,2003,545.3106788,388.491936,9
Both,Non-communicable diseases,Drug use,2003,483.8769682,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,2003,298.9094224,219.9578065,11
Both,Non-communicable diseases,Low physical activity,2003,275.3104247,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,2003,100.3706646,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,2003,82.41339767,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,2003,55.8237801,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,2003,27.51856479,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,2003,5.464829345,3.868660034,17
Both,Non-communicable diseases,Tobacco,2004,2400.672561,1703.235775,1
Both,Non-communicable diseases,Dietary risks,2004,1839.630864,1338.474071,2
Both,Non-communicable diseases,High systolic blood pressure,2004,1726.742382,1079.722422,3
Both,Non-communicable diseases,High body-mass index,2004,1483.658906,1351.826614,4
Both,Non-communicable diseases,High fasting plasma glucose,2004,1070.259471,1098.180812,5
Both,Non-communicable diseases,High LDL cholesterol,2004,933.1737875,580.3970841,6
Both,Non-communicable diseases,Occupational risks,2004,675.937897,618.3645368,7
Both,Non-communicable diseases,Alcohol use,2004,613.2277474,620.7486448,8
Both,Non-communicable diseases,Air pollution,2004,515.2047012,388.491936,9
Both,Non-communicable diseases,Drug use,2004,485.6143703,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,2004,280.2021063,219.9578065,11
Both,Non-communicable diseases,Low physical activity,2004,253.83418,171.9935665,12
Both,Non-communicable diseases,Other environmental risks,2004,93.69922722,58.6562618,13
Both,Non-communicable diseases,Childhood maltreatment,2004,81.60723809,81.52228465,14
Both,Non-communicable diseases,Unsafe sex,2004,52.85107686,43.9591995,15
Both,Non-communicable diseases,Intimate partner violence,2004,26.90122535,28.22153746,16
Both,Non-communicable diseases,Child and maternal malnutrition,2004,5.088341287,3.868660034,17
Both,Non-communicable diseases,Tobacco,2005,2308.125657,1703.235775,1
Both,Non-communicable diseases,Dietary risks,2005,1749.027254,1338.474071,2
Both,Non-communicable diseases,High systolic blood pressure,2005,1606.510048,1079.722422,3
Both,Non-communicable diseases,High body-mass index,2005,1455.331307,1351.826614,4
Both,Non-communicable diseases,High fasting plasma glucose,2005,1036.748657,1098.180812,5
Both,Non-communicable diseases,High LDL cholesterol,2005,875.5370656,580.3970841,6
Both,Non-communicable diseases,Occupational risks,2005,671.7901971,618.3645368,7
Both,Non-communicable diseases,Alcohol use,2005,626.5611331,620.7486448,8
Both,Non-communicable diseases,Air pollution,2005,497.4689857,388.491936,9
Both,Non-communicable diseases,Drug use,2005,490.7792964,534.1370218,10
Both,Non-communicable diseases,Impaired kidney function,2005,269.3333881,219.9578065,11
Both,Non-communicable diseases,Low physical activity,2005,239.5331246,171.9935665,12
